e4_condition_key,batch_id,condition_id,task_id,course_name,topic,profile_id,agent_id,repeat,provider,model,initial_status,repair_affected,final_status
path_v2_retest|OS-03|P3|path|r1,path_v2_retest,OS-03|P3|path|r1,OS-03,操作系统,信号量与互斥锁,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-COA-01|P1|reading|r1,reading_v2_holdout,HOLD-R2-COA-01|P1|reading|r1,HOLD-R2-COA-01,计算机组成原理,分支预测与控制冒险,P1,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-COA-01|P2|reading|r1,reading_v2_holdout,HOLD-R2-COA-01|P2|reading|r1,HOLD-R2-COA-01,计算机组成原理,分支预测与控制冒险,P2,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-COA-01|P3|reading|r1,reading_v2_holdout,HOLD-R2-COA-01|P3|reading|r1,HOLD-R2-COA-01,计算机组成原理,分支预测与控制冒险,P3,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-DSA-01|P1|reading|r1,reading_v2_holdout,HOLD-R2-DSA-01|P1|reading|r1,HOLD-R2-DSA-01,数据结构与算法,并查集的路径压缩与按秩合并,P1,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-DSA-01|P2|reading|r1,reading_v2_holdout,HOLD-R2-DSA-01|P2|reading|r1,HOLD-R2-DSA-01,数据结构与算法,并查集的路径压缩与按秩合并,P2,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-DSA-01|P3|reading|r1,reading_v2_holdout,HOLD-R2-DSA-01|P3|reading|r1,HOLD-R2-DSA-01,数据结构与算法,并查集的路径压缩与按秩合并,P3,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-ML-01|P1|reading|r1,reading_v2_holdout,HOLD-R2-ML-01|P1|reading|r1,HOLD-R2-ML-01,机器学习,K近邻算法与距离度量,P1,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-ML-01|P2|reading|r1,reading_v2_holdout,HOLD-R2-ML-01|P2|reading|r1,HOLD-R2-ML-01,机器学习,K近邻算法与距离度量,P2,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-ML-01|P3|reading|r1,reading_v2_holdout,HOLD-R2-ML-01|P3|reading|r1,HOLD-R2-ML-01,机器学习,K近邻算法与距离度量,P3,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-NET-01|P1|reading|r1,reading_v2_holdout,HOLD-R2-NET-01|P1|reading|r1,HOLD-R2-NET-01,计算机网络,HTTP/2 多路复用与队头阻塞,P1,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-NET-01|P2|reading|r1,reading_v2_holdout,HOLD-R2-NET-01|P2|reading|r1,HOLD-R2-NET-01,计算机网络,HTTP/2 多路复用与队头阻塞,P2,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-NET-01|P3|reading|r1,reading_v2_holdout,HOLD-R2-NET-01|P3|reading|r1,HOLD-R2-NET-01,计算机网络,HTTP/2 多路复用与队头阻塞,P3,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-OS-01|P1|reading|r1,reading_v2_holdout,HOLD-R2-OS-01|P1|reading|r1,HOLD-R2-OS-01,操作系统,文件系统 inode 与数据块分配,P1,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-OS-01|P2|reading|r1,reading_v2_holdout,HOLD-R2-OS-01|P2|reading|r1,HOLD-R2-OS-01,操作系统,文件系统 inode 与数据块分配,P2,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
reading_v2_holdout|HOLD-R2-OS-01|P3|reading|r1,reading_v2_holdout,HOLD-R2-OS-01|P3|reading|r1,HOLD-R2-OS-01,操作系统,文件系统 inode 与数据块分配,P3,reading,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-COA-01|P0|code|r1,unseen_deepseek_default_contract,SUPP-COA-01|P0|code|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P0,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_default_contract|SUPP-COA-01|P0|doc|r1,unseen_deepseek_default_contract,SUPP-COA-01|P0|doc|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-COA-01|P0|path|r1,unseen_deepseek_default_contract,SUPP-COA-01|P0|path|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-COA-02|P0|code|r1,unseen_deepseek_default_contract,SUPP-COA-02|P0|code|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P0,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-COA-02|P0|doc|r1,unseen_deepseek_default_contract,SUPP-COA-02|P0|doc|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-COA-02|P0|path|r1,unseen_deepseek_default_contract,SUPP-COA-02|P0|path|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-DSA-01|P0|code|r1,unseen_deepseek_default_contract,SUPP-DSA-01|P0|code|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P0,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_default_contract|SUPP-DSA-01|P0|doc|r1,unseen_deepseek_default_contract,SUPP-DSA-01|P0|doc|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-DSA-01|P0|path|r1,unseen_deepseek_default_contract,SUPP-DSA-01|P0|path|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-DSA-02|P0|code|r1,unseen_deepseek_default_contract,SUPP-DSA-02|P0|code|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P0,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-DSA-02|P0|doc|r1,unseen_deepseek_default_contract,SUPP-DSA-02|P0|doc|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-DSA-02|P0|path|r1,unseen_deepseek_default_contract,SUPP-DSA-02|P0|path|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-ML-01|P0|code|r1,unseen_deepseek_default_contract,SUPP-ML-01|P0|code|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P0,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-ML-01|P0|doc|r1,unseen_deepseek_default_contract,SUPP-ML-01|P0|doc|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-ML-01|P0|path|r1,unseen_deepseek_default_contract,SUPP-ML-01|P0|path|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-ML-02|P0|code|r1,unseen_deepseek_default_contract,SUPP-ML-02|P0|code|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P0,code,1,deepseek,deepseek-v4-pro,ok,true,ok
unseen_deepseek_default_contract|SUPP-ML-02|P0|doc|r1,unseen_deepseek_default_contract,SUPP-ML-02|P0|doc|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-ML-02|P0|path|r1,unseen_deepseek_default_contract,SUPP-ML-02|P0|path|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-NET-01|P0|code|r1,unseen_deepseek_default_contract,SUPP-NET-01|P0|code|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P0,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_default_contract|SUPP-NET-01|P0|doc|r1,unseen_deepseek_default_contract,SUPP-NET-01|P0|doc|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-NET-01|P0|path|r1,unseen_deepseek_default_contract,SUPP-NET-01|P0|path|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-NET-02|P0|code|r1,unseen_deepseek_default_contract,SUPP-NET-02|P0|code|r1,SUPP-NET-02,计算机网络,QUIC 与 HTTP/3,P0,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_default_contract|SUPP-NET-02|P0|doc|r1,unseen_deepseek_default_contract,SUPP-NET-02|P0|doc|r1,SUPP-NET-02,计算机网络,QUIC 与 HTTP/3,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-NET-02|P0|path|r1,unseen_deepseek_default_contract,SUPP-NET-02|P0|path|r1,SUPP-NET-02,计算机网络,QUIC 与 HTTP/3,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-OS-01|P0|code|r1,unseen_deepseek_default_contract,SUPP-OS-01|P0|code|r1,SUPP-OS-01,操作系统,TLB 快表命中与缺失处理,P0,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_default_contract|SUPP-OS-01|P0|doc|r1,unseen_deepseek_default_contract,SUPP-OS-01|P0|doc|r1,SUPP-OS-01,操作系统,TLB 快表命中与缺失处理,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-OS-01|P0|path|r1,unseen_deepseek_default_contract,SUPP-OS-01|P0|path|r1,SUPP-OS-01,操作系统,TLB 快表命中与缺失处理,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-OS-02|P0|code|r1,unseen_deepseek_default_contract,SUPP-OS-02|P0|code|r1,SUPP-OS-02,操作系统,读者-写者问题与公平性,P0,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-OS-02|P0|doc|r1,unseen_deepseek_default_contract,SUPP-OS-02|P0|doc|r1,SUPP-OS-02,操作系统,读者-写者问题与公平性,P0,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_default_contract|SUPP-OS-02|P0|path|r1,unseen_deepseek_default_contract,SUPP-OS-02|P0|path|r1,SUPP-OS-02,操作系统,读者-写者问题与公平性,P0,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-01|P1|code|r1,unseen_deepseek_profiled,SUPP-COA-01|P1|code|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P1,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_profiled|SUPP-COA-01|P1|doc|r1,unseen_deepseek_profiled,SUPP-COA-01|P1|doc|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-01|P1|path|r1,unseen_deepseek_profiled,SUPP-COA-01|P1|path|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-01|P2|code|r1,unseen_deepseek_profiled,SUPP-COA-01|P2|code|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P2,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_profiled|SUPP-COA-01|P2|doc|r1,unseen_deepseek_profiled,SUPP-COA-01|P2|doc|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-01|P2|path|r1,unseen_deepseek_profiled,SUPP-COA-01|P2|path|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-01|P3|code|r1,unseen_deepseek_profiled,SUPP-COA-01|P3|code|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P3,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_profiled|SUPP-COA-01|P3|doc|r1,unseen_deepseek_profiled,SUPP-COA-01|P3|doc|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-01|P3|path|r1,unseen_deepseek_profiled,SUPP-COA-01|P3|path|r1,SUPP-COA-01,计算机组成原理,Cache 写直达、写回与写分配,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-02|P1|code|r1,unseen_deepseek_profiled,SUPP-COA-02|P1|code|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-02|P1|doc|r1,unseen_deepseek_profiled,SUPP-COA-02|P1|doc|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-02|P1|path|r1,unseen_deepseek_profiled,SUPP-COA-02|P1|path|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-02|P2|code|r1,unseen_deepseek_profiled,SUPP-COA-02|P2|code|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-02|P2|doc|r1,unseen_deepseek_profiled,SUPP-COA-02|P2|doc|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-02|P2|path|r1,unseen_deepseek_profiled,SUPP-COA-02|P2|path|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-02|P3|code|r1,unseen_deepseek_profiled,SUPP-COA-02|P3|code|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-02|P3|doc|r1,unseen_deepseek_profiled,SUPP-COA-02|P3|doc|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-COA-02|P3|path|r1,unseen_deepseek_profiled,SUPP-COA-02|P3|path|r1,SUPP-COA-02,计算机组成原理,计算机性能指标 CPI、MIPS 与 FLOPS,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-01|P1|code|r1,unseen_deepseek_profiled,SUPP-DSA-01|P1|code|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P1,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_profiled|SUPP-DSA-01|P1|doc|r1,unseen_deepseek_profiled,SUPP-DSA-01|P1|doc|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-01|P1|path|r1,unseen_deepseek_profiled,SUPP-DSA-01|P1|path|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-01|P2|code|r1,unseen_deepseek_profiled,SUPP-DSA-01|P2|code|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P2,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_profiled|SUPP-DSA-01|P2|doc|r1,unseen_deepseek_profiled,SUPP-DSA-01|P2|doc|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-01|P2|path|r1,unseen_deepseek_profiled,SUPP-DSA-01|P2|path|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-01|P3|code|r1,unseen_deepseek_profiled,SUPP-DSA-01|P3|code|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P3,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_profiled|SUPP-DSA-01|P3|doc|r1,unseen_deepseek_profiled,SUPP-DSA-01|P3|doc|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-01|P3|path|r1,unseen_deepseek_profiled,SUPP-DSA-01|P3|path|r1,SUPP-DSA-01,数据结构与算法,哈希表冲突处理与负载因子,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-02|P1|code|r1,unseen_deepseek_profiled,SUPP-DSA-02|P1|code|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-02|P1|doc|r1,unseen_deepseek_profiled,SUPP-DSA-02|P1|doc|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-02|P1|path|r1,unseen_deepseek_profiled,SUPP-DSA-02|P1|path|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-02|P2|code|r1,unseen_deepseek_profiled,SUPP-DSA-02|P2|code|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-02|P2|doc|r1,unseen_deepseek_profiled,SUPP-DSA-02|P2|doc|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-02|P2|path|r1,unseen_deepseek_profiled,SUPP-DSA-02|P2|path|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-02|P3|code|r1,unseen_deepseek_profiled,SUPP-DSA-02|P3|code|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P3,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-02|P3|doc|r1,unseen_deepseek_profiled,SUPP-DSA-02|P3|doc|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-DSA-02|P3|path|r1,unseen_deepseek_profiled,SUPP-DSA-02|P3|path|r1,SUPP-DSA-02,数据结构与算法,最小生成树 Prim 算法,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-01|P1|code|r1,unseen_deepseek_profiled,SUPP-ML-01|P1|code|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-01|P1|doc|r1,unseen_deepseek_profiled,SUPP-ML-01|P1|doc|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-01|P1|path|r1,unseen_deepseek_profiled,SUPP-ML-01|P1|path|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-01|P2|code|r1,unseen_deepseek_profiled,SUPP-ML-01|P2|code|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-01|P2|doc|r1,unseen_deepseek_profiled,SUPP-ML-01|P2|doc|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-01|P2|path|r1,unseen_deepseek_profiled,SUPP-ML-01|P2|path|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-01|P3|code|r1,unseen_deepseek_profiled,SUPP-ML-01|P3|code|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P3,code,1,deepseek,deepseek-v4-pro,ok,true,ok
unseen_deepseek_profiled|SUPP-ML-01|P3|doc|r1,unseen_deepseek_profiled,SUPP-ML-01|P3|doc|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-01|P3|path|r1,unseen_deepseek_profiled,SUPP-ML-01|P3|path|r1,SUPP-ML-01,机器学习,支持向量机的间隔与核方法,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-02|P1|code|r1,unseen_deepseek_profiled,SUPP-ML-02|P1|code|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P1,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-02|P1|doc|r1,unseen_deepseek_profiled,SUPP-ML-02|P1|doc|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-02|P1|path|r1,unseen_deepseek_profiled,SUPP-ML-02|P1|path|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-02|P2|code|r1,unseen_deepseek_profiled,SUPP-ML-02|P2|code|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P2,code,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-02|P2|doc|r1,unseen_deepseek_profiled,SUPP-ML-02|P2|doc|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-02|P2|path|r1,unseen_deepseek_profiled,SUPP-ML-02|P2|path|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-02|P3|code|r1,unseen_deepseek_profiled,SUPP-ML-02|P3|code|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P3,code,1,deepseek,deepseek-v4-pro,ok,true,ok
unseen_deepseek_profiled|SUPP-ML-02|P3|doc|r1,unseen_deepseek_profiled,SUPP-ML-02|P3|doc|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-ML-02|P3|path|r1,unseen_deepseek_profiled,SUPP-ML-02|P3|path|r1,SUPP-ML-02,机器学习,Bagging 与随机森林,P3,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-NET-01|P1|code|r1,unseen_deepseek_profiled,SUPP-NET-01|P1|code|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P1,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_profiled|SUPP-NET-01|P1|doc|r1,unseen_deepseek_profiled,SUPP-NET-01|P1|doc|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P1,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-NET-01|P1|path|r1,unseen_deepseek_profiled,SUPP-NET-01|P1|path|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P1,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-NET-01|P2|code|r1,unseen_deepseek_profiled,SUPP-NET-01|P2|code|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P2,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_profiled|SUPP-NET-01|P2|doc|r1,unseen_deepseek_profiled,SUPP-NET-01|P2|doc|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P2,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-NET-01|P2|path|r1,unseen_deepseek_profiled,SUPP-NET-01|P2|path|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P2,path,1,deepseek,deepseek-v4-pro,ok,false,ok
unseen_deepseek_profiled|SUPP-NET-01|P3|code|r1,unseen_deepseek_profiled,SUPP-NET-01|P3|code|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P3,code,1,deepseek,deepseek-v4-pro,failed_or_missing,true,ok
unseen_deepseek_profiled|SUPP-NET-01|P3|doc|r1,unseen_deepseek_profiled,SUPP-NET-01|P3|doc|r1,SUPP-NET-01,计算机网络,ICMP 差错报告与 ping、traceroute,P3,doc,1,deepseek,deepseek-v4-pro,ok,false,ok
